"";"age";"[Candida] hispaniensis_yeast_out";"[Candida] intermedia_yeast_out";"Aaosphaeria arxii CBS 175.79_unknown_out";"Acaromyces ingoldii_parasite_out";"Agaricales_unknown_2";"Agaricomycetes_unknown_out";"Agaricomycetes incertae sedis_unknown_out";"Agaricomycetidae_unknown_out";"Agaricomycotina_unknown_out";"Agaricus bisporus_saprotroph_2";"Alternaria_mould_2";"Alternaria alternata_mould_2";"Alternaria sect. Alternaria_mould_2";"Alternaria solani_mould_2";"Amanita phalloides_mycorrhizae_out";"Amorphotheca resinae ATCC 22711_unknown_out";"Anthracocystis panici-leucophaei_parasite_out";"Anthracoidea_parasite_3";"Anthracoidea elynae_parasite_3";"Apiotrichum mycotoxinovorans_yeast_4";"Apiotrichum porosum_yeast_4";"Aplosporella prunicola CBS 121167_saprotroph_out";"Armillaria_parasite_out";"Armillaria ostoyae_parasite_out";"Armillaria sinapina_parasite_out";"Arthroderma uncinatum_unknown_out";"Ascochyta rabiei_parasite_out";"Ascomycota_unknown_out";"Aspergillaceae_saprotroph_4";"Aspergillus_saprotroph_4";"Aspergillus chevalieri_saprotroph_4";"Aspergillus flavus_saprotroph_4";"Aspergillus fumigatus_saprotroph_4";"Aspergillus glaucus CBS 516.65_saprotroph_4";"Aspergillus mulundensis_saprotroph_4";"Aspergillus nidulans FGSC A4_saprotroph_4";"Aspergillus puulaauensis_saprotroph_4";"Aspergillus subgen. Fumigati_saprotroph_4";"Aureobasidium_mould_3";"Aureobasidium pullulans EXF-150_mould_3";"Basidiomycota_unknown_out";"Baudoinia panamericana UAMH 10762_unknown_out";"Beauveria bassiana_parasite (insects)_out";"Blumeria_parasite_out";"Blumeria graminis f. sp. tritici_parasite_out";"Boletaceae_mycorrhizae_out";"Boletales_unknown_out";"Botryosphaeriaceae_unknown_out";"Botrytis_parasite_1";"Botrytis cinerea_parasite_1";"Botrytis cinerea B05.10_parasite_1";"Botrytis deweyae_parasite_1";"Botrytis fragariae_parasite_1";"Botrytis porri_parasite_1";"Brettanomyces nanus_yeast_1";"Bryoria tenuis_lichen_out";"Bulleribasidiaceae_yeast_out";"Cadophora_parasite_4";"Cadophora malorum_parasite_4";"Cairneyella variabilis_mycorrhizae_out";"Candida parapsilosis_yeast_2";"Candida tropicalis_yeast_2";"Ceratobasidiaceae_mycorrhizae_out";"Cercospora_parasite_out";"Chaetothyriales_unknown_out";"Chaetothyriomycetidae_unknown_out";"Chytridiomycetes_unknown_out";"Cladonia_lichen_2";"Cladosporium_mould_2";"Cladosporium sp._mould_2";"Clavicipitaceae_parasite_out";"Clavispora lusitaniae_yeast_5";"Clavulina sp._mycorrhizae_2";"Clitopilus hobsonii_mycorrhizae_2";"Colletotrichum_unknown_1";"Colletotrichum gloeosporioides species complex_parasite_1";"Colletotrichum graminicola M1.001_parasite_1";"Colletotrichum karsti_parasite_1";"Colletotrichum truncatum_parasite_1";"Coniophora puteana RWD-64-598 SS2_saprotroph_out";"Coniosporium apollinis CBS 100218_yeast_out";"Coniothyrium glycines_parasite_1";"Cordyceps fumosorosea ARSEF 2679_parasite_2";"Cordyceps militaris_parasite_2";"Cordycipitaceae_parasite_out";"Cryphonectriaceae_parasite_out";"Cyberlindnera jadinii_yeast_out";"Cyphellophora europaea CBS 101466_yeast_out";"Daldinia_saprotroph_out";"Debaryomyces hansenii CBS767_yeast_2";"Diaporthales_unknown_out";"Diaporthe_parasite_out";"Didymellaceae_parasite_out";"Diplodia corticola_parasite_2";"Dissoconium aciculare CBS 342.82_parasite_out";"dothideomyceta_unknown_out";"Dothideomycetes_unknown_out";"Dothideomycetidae_unknown_out";"Dothidotthia symphoricarpi CBS 119687_parasite_out";"Drepanopeziza brunnea f. sp. 'multigermtubi'_parasite_out";"Drepanopeziza brunnea f. sp. 'multigermtubi' MB m1_parasite_out";"Endocarpon pusillum Z07020_lichen_3";"Epichloe_parasite_4";"Eremomyces bilateralis CBS 781.70_saprotroph_out";"Erysiphaceae_unknown_out";"Eurotiales_unknown_out";"Eurotiomycetes_unknown_out";"Eurotiomycetidae_unknown_out";"Exophiala aquamarina CBS 119918_parasite_out";"Exophiala mesophila_parasite_out";"Exophiala oligosperma_parasite_out";"Exserohilum turcica Et28A_parasite_out";"Exserohilum turcicum_parasite_out";"Flammulina velutipes_saprotroph_out";"Fonsecaea_parasite_out";"Fusarium_parasite_2";"Fusarium fujikuroi_parasite_2";"Fusarium incarnatum-equiseti species complex_parasite_2";"Fusarium oxysporum_parasite_2";"Fusarium oxysporum Fo47_parasite_2";"Fusarium oxysporum NRRL 32931_parasite_2";"Fusarium oxysporum species complex_parasite_2";"Fusarium sambucinum species complex_parasite_2";"Fusarium solani_parasite_2";"Fusarium solani species complex_parasite_2";"Fusarium vanettenii 77-13-4_parasite_2";"Fusarium verticillioides 7600_parasite_2";"Gaeumannomyces tritici R3-111a-1_parasite_out";"Ganoderma_saprotroph_1";"Ganoderma applanatum_saprotroph_1";"Geomyces sp. (in: Leotiomycetes)_mycorrhizae_2";"Geomyces sp. 21IN08_mycorrhizae_2";"Glarea lozoyensis_unknown_out";"Glarea lozoyensis ATCC 20868_unknown_out";"Glomeraceae_mycorrhizae_out";"Grosmannia clavigera kw1407_saprotroph_out";"Gymnopilus junonius_mycorrhizae_out";"Helotiales_unknown_out";"Herpotrichiellaceae_unknown_out";"Heterobasidion irregulare_parasite_5";"Heterobasidion irregulare TC 32-1_parasite_5";"Hirsutella_parasite_4";"Hirsutella minnesotensis_parasite_4";"Hirsutella rhossiliensis_parasite_4";"Hyaloscypha bicolor E_mycorrhizae_1";"Hyaloscyphaceae_saprotroph_out";"Hygrocybe_mycorrhizae_out";"Hyphopichia pseudoburtonii_yeast_4";"Hypocreales_unknown_out";"Hypocreomycetidae_unknown_out";"Ilyonectria sp._parasite_3";"Inocybaceae_mycorrhizae_out";"Kluyveromyces marxianus_yeast_2";"Komagataella_yeast_out";"Komagataella phaffii_yeast_out";"Komagataella phaffii CBS 7435_yeast_out";"Laccaria_mycorrhizae_1";"Laccaria bicolor_mycorrhizae_1";"Laccaria bicolor S238N-H82_mycorrhizae_1";"Lachnellula hyalina_parasite_out";"Lasiodiplodia theobromae_parasite_out";"Lecanorineae_lichen_1";"Lecanoromycetes_lichen_1";"Lecanoromycetidae_lichen_1";"leotiomyceta_unknown_out";"Leotiomycetes_unknown_out";"Leotiomycetes incertae sedis_unknown_out";"Leptosphaeria biglobosa 'brassicae' group_parasite_2";"Leptosphaeria biglobosa 'thlaspii' group_parasite_2";"Leptosphaeria maculans species complex_parasite_2";"Lobosporangium transversale_saprotroph_out";"Malassezia_yeast_2";"Malassezia furfur_yeast_2";"Malassezia globosa_yeast_2";"Malassezia restricta_yeast_2";"Malassezia restricta CBS 7877_yeast_2";"Malassezia sympodialis_yeast_2";"Melampsora_parasite_out";"Melampsora larici-populina 98AG31_parasite_out";"Metarhizium_parasite_1";"Metarhizium brunneum_parasite_1";"Meyerozyma guilliermondii ATCC 6260_yeast_out";"Microbotryum lychnidis-dioicae_parasite_out";"Mollisia scopiformis_saprotroph_out";"Mollisiaceae_saprotroph_out";"Monilinia_parasite_2";"Monilinia vaccinii-corymbosi_parasite_2";"Morchella importuna_saprotroph_3";"Morchella sect. Distantes_unknown_3";"Mortierella sp. 08CT03_saprotroph_out";"Mortierellaceae_saprotroph_out";"Mucorales_unknown_out";"Mycosphaerellaceae_parasite_out";"Mycosphaerellales_parasite_out";"Mytilinidion resinicola_saprotroph_out";"Nectriaceae_unknown_out";"Neohortaea acidophila_unknown_1";"Ophiocordyceps_parasite_2";"Ophiocordycipitaceae_parasite_out";"OSLEUM clade_lichen_out";"Paecilomyces variotii_mould_out";"Paraphaeosphaeria sporulosa_parasite_out";"Parastagonospora nodorum_parasite_out";"Parastagonospora nodorum SN15_parasite_out";"Parmeliaceae_lichen_1";"Peltigera_lichen_4";"Peltigerales_lichen_4";"Peltigerineae_lichen_4";"Penicilliopsis zonata CBS 506.65_saprotroph_3";"Penicillium_saprotroph_3";"Penicillium arizonense_saprotroph_3";"Penicillium digitatum_saprotroph_3";"Penicillium roqueforti_saprotroph_3";"Penicillium rubens Wisconsin 54-1255_saprotroph_3";"Pestalotiopsis fici W106-1_parasite_2";"Pezizales_unknown_out";"Pezizomycotina_unknown_out";"Phialocephala fortinii species complex_mycorrhizae_1";"Phialocephala sp. HDN13-357_mycorrhizae_1";"Phialocephala subalpina_mycorrhizae_1";"Physalacriaceae_unknown_out";"Physciaceae_lichen_out";"Pithomyces chartarum_saprotroph_1";"Pleosporaceae_unknown_out";"Pleosporales_unknown_out";"Pleosporineae_unknown_out";"Pleosporomycetidae_unknown_out";"Pleurotus ostreatus_saprotroph_out";"Ploettnerulaceae_unknown_out";"Pneumocystis carinii B80_parasite (mammals)_out";"Podila verticillata_saprotroph_out";"Polyporaceae_saprotroph_out";"Polyporales_saprotroph_out";"Postia placenta MAD-698-R-SB12_saprotroph_3";"Pseudeurotiaceae_unknown_out";"Pseudevernia consocians_lichen_1";"Pseudogymnoascus_saprotroph_4";"Pseudogymnoascus destructans_saprotroph_4";"Pseudogymnoascus pannorum_saprotroph_4";"Pseudogymnoascus verrucosus_saprotroph_4";"Puccinia_parasite_out";"Puccinia triticina_parasite_out";"Pucciniales_parasite_out";"Purpureocillium_saprotroph_out";"Purpureocillium lilacinum_saprotroph_out";"Pyrenopeziza brassicae_saprotroph_4";"Pyrenophora_parasite_out";"Pyrenophora teres_parasite_out";"Pyrenophora teres f. maculata_parasite_out";"Pyrenophora tritici-repentis Pt-1C-BFP_parasite_out";"Pyricularia oryzae_parasite_3";"Pyronema omphalodes_saprotroph_out";"Ramularia collo-cygni_parasite_out";"Rasamsonia emersonii CBS 393.64_parasite_3";"Rhinocladiella mackenziei CBS 650.93_parasite_5";"Rhizoctonia_parasite_2";"Rhizoctonia solani_parasite_2";"Rhizophagus_mycorrhizae_2";"Rhizophagus irregularis_mycorrhizae_2";"Rhodotorula graminis WP1_yeast_3";"Rhynchobrunnera orthospora_unknown_out";"Rhynchosporium_parasite_out";"Russulaceae_mycorrhizae_2";"Russulales_mycorrhizae_out";"Saccharomyces_yeast_2";"Saccharomyces cerevisiae_yeast_2";"saccharomyceta_yeast_2";"Saccharomycetaceae_yeast_2";"Saccharomycetales_yeast_2";"Scedosporium apiospermum_parasite_out";"Sclerotinia borealis_parasite_1";"Sclerotinia sclerotiorum 1980 UF-70_parasite_1";"Sclerotiniaceae_unknown_1";"Sordaria macrospora k-hell_saprotroph_4";"Sordariales_saprotroph_4";"sordariomyceta_unknown_4";"Sordariomycetes_unknown_4";"Sordariomycetidae_unknown_4";"Sporisorium graminicola_parasite_1";"Sporisorium reilianum SRZ2_parasite_1";"Sporothrix_saprotroph_2";"Stemphylium lycopersici_parasite_2";"Stereocaulon_lichen_5";"Stereum hirsutum FP-91666 SS1_saprotroph_out";"Suillineae_mycorrhizae_1";"Suillus_mycorrhizae_1";"Sydowia polyspora_parasite_out";"Talaromyces rugulosus_mould_1";"Talaromyces sect. Talaromyces_mould_1";"Thelephora_mycorrhizae_1";"Thelephora aurantiotincta_mycorrhizae_1";"Thelephora ganbajun_mycorrhizae_1";"Thelephoraceae_mycorrhizae_1";"Thermothelomyces thermophilus ATCC 42464_parasite_4";"Thermothielavioides terrestris NRRL 8126_unknown_1";"Thyridium curvatum_unknown_out";"Tilletiopsis washingtonensis_saprotroph_2";"Trametes versicolor FP-101664 SS1_saprotroph_1";"Trematosphaeria pertusa_parasite_5";"Trichoderma_saprotroph_1";"Trichoderma atroviride_saprotroph_1";"Trichoderma gamsii_saprotroph_1";"Trichosporon asahii var. asahii CBS 2479_yeast_3";"Trichosporonaceae_yeast_out";"Tuber_mycorrhizae_4";"Tuber calosporum_mycorrhizae_4";"Tuber melanosporum Mel28_mycorrhizae_4";"unclassified Geomyces_mycorrhizae_2";"unclassified Mortierella_saprotroph_out";"unclassified Oidiodendron_mycorrhizae_1";"uncultured Basidiomycota_unknown_out";"Ustilaginaceae_parasite_out";"Ustilaginoidea virens_parasite_out";"Ustilaginomycotina_parasite_out";"Ustilago_parasite_out";"Vanderwaltozyma polyspora DSM 70294_yeast_out";"Venturia_parasite_2";"Venturia effusa_parasite_2";"Venustampulla echinocandica_unknown_out";"Verrucariaceae_lichen_5";"Wallemia mellicola CBS 633.66_unknown_3";"Westerdykella ornata_saprotroph_3";"Wickerhamomyces anomalus NRRL Y-366-8_yeast_2";"Wickerhamomyces ciferrii_yeast_2";"Xylariales_unknown_out";"Yarrowia_yeast_2";"Yarrowia lipolytica_mould_2";"Zymoseptoria tritici_parasite_out"
"1";17212;0;0;1;0;6;26;4;0;4;3;36;45;53;1;1;3;1;2;0;0;0;0;1;1;0;0;3;26;4;27;4;0;6;7;1;1;5;1;0;11;9;0;0;0;5;1;0;0;20;14;4;1;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3;3;0;0;2;0;2;0;0;3;0;1;1;0;8;0;0;8;1;0;0;0;0;0;0;1;0;0;4;42;1;1;8;2;0;11;0;0;0;0;0;0;0;1;2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;0;0;3;91;0;0;1;0;0;14;3;0;1;0;7;1;0;0;1;30;95;8;6;0;3;3;0;2;0;1;776;100;0;2;43;19;0;4;0;6;67;0;0;0;9;0;1;0;0;10;8;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;5;2;1;14;0;0;0;23;0;0;0;124;0;4;156;0;0;4;0;0;0;72;189;259;23;0;23;0;0;1;1;0;1;0;21;3;3;3;0;0;6;0;0;0;0;0;1;1;0;3;4;0;0;4;3;0;10;1;6;2;4;2;1;0;19;0;7;0;0;2;3;0;0;53;3;0;0;1;0;23;1;1;0;0;0;0;0;7;1;1;0;0;0;0;6;2;3;17;7;0;0;0;10;5;1;0;0;0;0;1;0;0;3;0;0;4;0;0;0;1;0;1;1;0;10;0
"2";3025;0;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;8;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;3;0;0;0;1;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;5;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1
"3";6379;0;0;0;1;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;21;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;1;1;2;0;0;0;0;0;2;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"4";18716;0;0;0;0;1;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;1;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;28;0;0;0;0;0;5;5;0;0;0;0;1;0;0;0;0;0;0;3;1;2;1;0;0;1;1;117;19;0;0;0;2;0;1;0;4;27;2;0;0;1;0;0;0;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;1;0;0;18;0;2;1;0;0;0;0;3;2;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;4;0;0;0;1;1;2;0;0;0;0;0;0;0;0;18;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0
"5";14667;0;0;0;0;3;5;1;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;4;0;0;0;0;0;4;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;16;1;0;0;1;0;0;1;0;4;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;3;0;0;0;6;0;0;3;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;1;3;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"6";21057;0;0;0;0;2;10;2;0;0;0;8;7;3;1;0;33;0;0;0;0;0;0;0;1;0;1;2;477;6;39;2;0;1;3;0;0;8;1;0;3;5;0;3;3;2;0;0;0;21;10;1;0;0;1;0;0;0;5;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;1;0;0;1;0;0;0;15;0;0;0;3;0;1;0;1;0;0;0;11;0;5;279;93;0;10;0;0;7;8;2;0;1;1;0;0;0;2;4;1;2;1;0;0;1;0;0;4;1;1;1;2;0;0;2;10;14;0;1;0;1578;16;3;3;0;0;3;218;0;0;0;17;9;0;0;1;23;70;1;2;0;0;27;0;2;0;7;6194;1342;0;0;0;1;0;1;0;11;41;2;0;1;0;3;0;0;0;438;5;0;2;0;0;0;0;0;2;0;27;1;1;0;0;5;1;0;7;0;1;9;0;0;1;3;1;0;1;3;0;0;1429;7;0;60;0;0;0;2;9;20;1;0;111;0;0;0;2;0;10;0;350;116;34;99;0;0;5;0;1;1;0;1;0;1;1;2;10;2;5;2;0;0;1;0;25;66;1;0;8;0;395;0;2;1;0;33;30;2;0;924;49;0;0;0;2;0;0;1;0;0;0;0;1;1;0;3;0;1;0;2;5;6;1;5;5;0;0;1;2;0;1;6;0;0;0;0;0;0;0;0;0;1;63;0;0;1;0;0;2;0;6;0
"7";712;0;0;0;1;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;7;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;9;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"8";12977;1;0;1;0;3;16;5;0;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;2;2;0;0;0;0;0;1;5;5;0;0;0;0;0;1;0;7;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;3;2;0;0;0;0;0;0;0;0;0;10;2;1;0;0;2;2;0;0;0;7;33;1;0;1;0;0;0;1;0;0;42;3;0;0;0;0;0;1;0;0;15;1;0;0;2;0;1;0;0;0;1;1;0;0;0;0;8;3;0;0;0;1;0;0;2;1;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;5;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;5;0;0;0;5;0;0;0;2;0;2;0;0;0;1;0;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;10;1;2;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;2;0
"9";53;3;0;0;0;1;6;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;19;0;0;0;1;0;0;0;0;0;0;0;0;3;4;1;0;0;0;0;16;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;11;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"10";10402;1;0;0;0;0;3;1;0;0;0;3;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;5;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;38;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;6;29;1;1;0;0;0;0;0;0;0;187;41;0;0;0;2;0;0;0;4;114;0;0;0;0;0;0;1;0;3;5;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;1;0;2;0;0;46;0;1;0;0;0;2;0;4;1;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;1;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;4;0;0;0;0;0;0;0;3;0
